spreadsheet_id,spreadsheet_title,worksheet_title,Our_section,Section,Subsection,JAMA_SAP_#,Description,Notes_on_scoring,Notes,openAI_gpt5_full,gemini_pro,claude_sonnet,Comment,openAI_full
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,analysis_considerations,Section 4: Statistical Principles,Adherence and protocol deviations,19a,Definition of adherence to the intervention and how this is assessed including extent of exposure,,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,analysis_considerations,Section 4: Statistical Principles,Adherence and protocol deviations,19b,"
Description of how adherence to the intervention will be presented",,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,analysis_considerations,Section 4: Statistical Principles,Adherence and protocol deviations,19c,Definition of protocol deviations for the trial,"If protocol deviations are not given in the protocol, the ideal response would be “No protocol deviations are defined in the protocol” or similar. If a sensible answer is given with details that are not given in the protocol, score 2.   If specific protocol deviations are mentioned in the protocol, and not covered by the AI in the SAP score  1.",,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,analysis_considerations,Section 4: Statistical Principles,Adherence and protocol deviations,19d,Description of which protocol deviations will be summarized,Score 3 if it says it will describe the protocol deviations it has defined descriptively by arm even if the answer to 19c is not perfect.,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,trial_population,Section 4: Statistical Principles,Analysis populations,20,"Definition of analysis populations, eg, intention to treat, per protocol, complete case, safety","If the analysis populations are defined that are not the protocol, then score as a 2. E.g., if a per-protocol population or a safety population is defined that is not in the protocol, then score a 2.",,1,3,2,openAI marked down for saying complete case for economic evaluation? I think should be scored 2.,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,trial_population,Section 5: Trial Population,Screening data,21,Reporting of screening data (if collected) to describe representativeness of trial sample,,,2,2,3,OpenAi says report demographics of those screened. This data is not collected. I scored gemini as 2 as very brief and does not explicitly mention which reasons for ineligibility would be summarised.,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,trial_population,Section 5: Trial Population,,22,Summary of eligibility criteria,score 2 if missing inclusion/exclusion criteria,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,trial_population,Section 5: Trial Population,Recruitment,23,Information to be included in the CONSORT flow diagram,,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,trial_population,Section 5: Trial Population,Withdrawal/follow-up,24a,"Level of withdrawal, eg, from intervention and/or from follow-up",,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,trial_population,Section 5: Trial Population,Withdrawal/follow-up,24b,Timing of withdrawal/lost to follow-up data,,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,trial_population,Section 5: Trial Population,Withdrawal/follow-up,24c,Reasons and details of how withdrawal/lost to follow-up data will be presented,,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,trial_population,Section 5: Trial Population,Baseline patient characteristics,25a,List of baseline characteristics to be summarized,"Score as 3 if a reasonable list is given, there is no need to exhaustively check that the variable matches the protocol.",,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,trial_population,Section 5: Trial Population,Baseline patient characteristics,25b,Details of how baseline characteristics will be descriptively summarized,score 1 if it says test for baseline,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,NA,Section 6: Analysis,Outcome definitions,,List and describe each primary and secondary outcome including details of:,,,,,,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,outcome_definitions,Section 6: Analysis,Outcome definitions,26a,"specification of outcomes and timings. If applicable include the order of importance of primary or key secondary end points (eg, order in which they will be tested)",Errors in outcome definitions should be scored 1.,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,outcome_definitions,Section 6: Analysis,Outcome definitions,26b,"specific measurement and units (eg, glucose control, hbA1c [mmol/mol or %])",,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,outcome_definitions,Section 6: Analysis,Outcome definitions,26c,"any calculation or transformation used to derive the outcome (eg, change from baseline, QoL score, time to event, logarithm, etc)",,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,analysis_methods,Section 6: Analysis,Analysis methods,27*,"Primary analysis: Clear which analysis method applies to primary outcome, and which analysis population will be used",,,3,2,2,Marked down gemini and claude for not making it clear which time point is used for the primary outcome.,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,analysis_methods,,,27*,Primary analysis: Correct model,Score 3 for correct model,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,analysis_methods,,,27*,Primary analysis: Correct model specification,"Score 3 for correct specification eg. correct random effects. If simple model used eg, logistic regresison score 3 if above is 3",,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,analysis_methods,Section 6: Analysis,Analysis methods,27*,Primary analysis: Correct covariates,"If given in protocol must match, must include stratification factors. If not given, score 3 for a reasnable attempt.",,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,analysis_methods,,,27*,"Secondary analysis: Clear which analysis method applies to each secondary outcome, and which analysis population","Must say which outcomes are of each type. eg. score 2 for ""All continuous outcomes will be analysed..."" unless explicit about which outcomes are continuous.",,3,2,2,Protocol says main timepoint for secondary outcomes which calude and gemini don't pick up on.,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,analysis_methods,,,27*,Secondary analysis: Correct model,,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,analysis_methods,,,27*,Secondary analysis: Correct model specification,,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,analysis_methods,,,27*,Secondary analysis: Correct covariates,,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,assumptions_and_sensitivity_analysis,Section 6: Analysis,Analysis methods,27c,methods used for assumptions to be checked for statistical methods,,,2,2,2,I won't ever check normalily of random effects as models are robust to assumptions not holding. OpenAI tests for design elements not holding. Gemini pro vauge on assumption checks for logistic regression. I would not conduct tests for normality/ heteroskedacitity,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,assumptions_and_sensitivity_analysis,Section 6: Analysis,Analysis methods,27d,"details of alternative methods to be used if distributional assumptions do not hold, eg, normality, proportional hazards, etc",,,2,2,2,OpenAI vague too. Claude says robust standard error for non-normality. Gemini is non specific,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,assumptions_and_sensitivity_analysis,Section 6: Analysis,Analysis methods,27e,any planned sensitivity analyses for each outcome where applicable,,,2,2,2,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,subgroup_analysis,Section 6: Analysis,Analysis methods,27f,any planned subgroup analyses for each outcome including how subgroups are defined,,,3,3,3,,
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,missing_data,Section 6: Analysis,Missing data,28,"Reporting and assumptions/statistical methods to handle missing data (eg, multiple imputation)",,,3,3,2,"OpenAI has written so much of seemingly sensible stuff. It lists a lot of analysis which wouldn't harm integrety, but which we may not do. No models provide a specific rule for missing items, although gemini best. Check prompt because this is probably not asked for",
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,additional_analysis,Section 6: Analysis,Additional analyses,29,"Details of any additional statistical analyses required, eg, complier-average causal effect analysis",Speicifcaiton of additional statistical analysis that would not be done should be scored 1,,3,3,3,"OpenAI and Gemini have mediation analysis. Claude does not. If in the protocol they should score 3, but maybe 2 depending on specification of analysis.",
1J4vnJLDE97mzvA8WmiYMh1ndeCuW46w8zXR3k1IM08o,scoring validation_star,second score,harms,Section 6: Analysis,Harms,30,"Sufficient detail on summarizing safety data, eg, information on severity, expectedness, and causality; details of how adverse events are coded or categorized; how adverse event data will be analyzed,
ie, grade 3/4 only, incidence case analysis, intervention emergent analysis",Speicifcaiton of additional statistical analysis that would not be done should be scored 1,,2,3,3,Different ideas presented around summarising adverse events. They can't all be right!!,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,admin_info,Section 1: Administrative Information,Title and trial registration,1a,"Descriptive title that matches the protocol, with SAP either as a forerunner or subtitle, and trial acronym (if applicable)",,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,admin_info,Section 1: Administrative Information,Title and trial registration,1b,Trial registration number,,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,NA,Section 1: Administrative Information,SAP version,2,SAP version number with dates,,,,,,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,admin_info,Section 1: Administrative Information,Protocol Version,3,Reference to version of protocol being used,,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,NA,Section 1: Administrative Information,SAP revisions,4a,SAP revision history,,,,,,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,NA,Section 1: Administrative Information,SAP revisions,4b,Justification for each SAP revision,,,,,,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,NA,Section 1: Administrative Information,SAP revisions,4c,"Timing of SAP revisions in relation to interim analyses, etc",,,,,,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,admin_info,Section 1: Administrative Information,Roles and responsibility,5,"Names, affiliations, and roles of SAP contributors",,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,NA,Section 1: Administrative Information,Signatures of:,6a,Person writing the SAP,,,,,,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,NA,Section 1: Administrative Information,Signatures of:,6b,Senior statistician responsible,,,,,,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,NA,Section 1: Administrative Information,Signatures of:,6c,Chief investigator/clinical lead,,,,,,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,introduction,Section 2: Introduction,Background and rationale,7,Synopsis of trial background and rationale including a brief description of research question and brief justification for undertaking the trial,,,3,3,3,"I have not scored claude down for length, as scoring is planned to be positive based on accuracty",
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,introduction,Section 2: Introduction,Objectives,8,Description of specific objectives or hypotheses,Accept a vague description as outcomes defined later,,2,2,2,Geminai looks spot on. Decision modelling mentioned in protocol as part of health economic analysis. ,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,study_design,Section 3: Study Methods,Trial design,9,"Brief description of trial design including type of trial (eg, parallel group, multiarm, crossover, factorial) and allocation ratio and may include brief description of interventions",,,2,2,3,Have scored gemini down for missing partially nested. Scored OpenAI for incorect details on blinding.,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,study_design,Section 3: Study Methods,Framework,12,"Superiority, equivalence, or noninferiority hypothesis testing framework, including which comparisons will be presented on this basis",,,3,3,3,Have changed scoring to score down the row above,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,randomisation,Section 3: Study Methods,Randomisation,10,"Randomization details, eg, whether any minimization or stratification occurred (including stratifying factors used or the location of that information if it is not held within the SAP)",,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,sample_size,Section 3: Study Methods,Sample size,11,Full sample size calculation or reference to sample size calculation in protocol (instead of replication in SAP),,,2,2,3,"Although wordy, Claude did pick up on the fact that the sample size was re-calculated",
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,interim_analysis,Section 3: Study Methods,Statistical interim analyses and stopping guidance,13a,"
Information on interim analyses specifying what interim analyses will be carried out and listing of time points",,,3,3,3,"no interim analysis planned, so pretty straightforward",
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,interim_analysis,Section 3: Study Methods,Statistical interim analyses and stopping guidance,13b,Any planned adjustment of the significance level due to interim analysis,"If no interim analysis score 3 if this item is ommited. If there is a formal interim analysis and adjustment of the significance level, score item as 1 if it says an alpha of 0.05 will be used with 95% confidence intervals, even if it goes on to give the correct significance levels.",,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,interim_analysis,Section 3: Study Methods,Statistical interim analyses and stopping guidance,13c,Details of guidelines for stopping the trial early,,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,timing,Section 3: Study Methods,Timing of final analysis,14,"Timing of final analysis, eg, all outcomes analyzed collectively or timing stratified by planned length of follow-up",,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,timing,Section 3: Study Methods,Timing of outcome assessments,15,Time points at which the outcomes are measured including visit “windows”,"Score 2 if missing visit windows, that are mentioned in the protocol",,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,analysis_considerations,Section 4: Statistical Principles,Confidence intervals and P values,16,Level of statistical significance,,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,analysis_considerations,Section 4: Statistical Principles,Confidence intervals and P values,17,"Description and rationale for any adjustment for multiplicity and, if so, detailing how the type 1 error is to be controlled",,,3,3,3,Unclear why this was scored as 2 - as no comment given. Looks good for me.,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,analysis_considerations,Section 4: Statistical Principles,Confidence intervals and P values,18,Confidence intervals to be reported,,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,analysis_considerations,Section 4: Statistical Principles,Adherence and protocol deviations,19a,Definition of adherence to the intervention and how this is assessed including extent of exposure,,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,analysis_considerations,Section 4: Statistical Principles,Adherence and protocol deviations,19b,"
Description of how adherence to the intervention will be presented",,,2,3,3,"OpenAI didn't catch that intervention adherence only assessed in the active arm, but the output wasn't completely wrong",
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,analysis_considerations,Section 4: Statistical Principles,Adherence and protocol deviations,19c,Definition of protocol deviations for the trial,"If protocol deviations are not given in the protocol, the ideal response would be “No protocol deviations are defined in the protocol” or similar. If a sensible answer is given with details that are not given in the protocol, score 2.   If specific protocol deviations are mentioned in the protocol, and not covered by the AI in the SAP score  1.",,2,2,2,"don't think there were specified protocol deviations, but what's stated isn't totally wrong",
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,analysis_considerations,Section 4: Statistical Principles,Adherence and protocol deviations,19d,Description of which protocol deviations will be summarized,Score 3 if it says it will describe the protocol deviations it has defined descriptively by arm even if the answer to 19c is not perfect.,,3,2,3,"gemini mentions per-protocol analysis, not planned",
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,trial_population,Section 4: Statistical Principles,Analysis populations,20,"Definition of analysis populations, eg, intention to treat, per protocol, complete case, safety","If the analysis populations are defined that are not the protocol, then score as a 2. E.g., if a per-protocol population or a safety population is defined that is not in the protocol, then score a 2.",,2,2,3,"text on trial population also appeared under analysis considerations for all models? also, marked down OpenAI and Gemini because we don't define a per-protocol population ",
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,trial_population,Section 5: Trial Population,Screening data,21,Reporting of screening data (if collected) to describe representativeness of trial sample,,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,trial_population,Section 5: Trial Population,,22,Summary of eligibility criteria,score 2 if missing inclusion/exclusion criteria,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,trial_population,Section 5: Trial Population,Recruitment,23,Information to be included in the CONSORT flow diagram,,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,trial_population,Section 5: Trial Population,Withdrawal/follow-up,24a,"Level of withdrawal, eg, from intervention and/or from follow-up",,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,trial_population,Section 5: Trial Population,Withdrawal/follow-up,24b,Timing of withdrawal/lost to follow-up data,,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,trial_population,Section 5: Trial Population,Withdrawal/follow-up,24c,Reasons and details of how withdrawal/lost to follow-up data will be presented,,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,trial_population,Section 5: Trial Population,Baseline patient characteristics,25a,List of baseline characteristics to be summarized,"Score as 3 if a reasonable list is given, there is no need to exhaustively check that the variable matches the protocol.",,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,trial_population,Section 5: Trial Population,Baseline patient characteristics,25b,Details of how baseline characteristics will be descriptively summarized,score 1 if it says test for baseline,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,NA,Section 6: Analysis,Outcome definitions,,List and describe each primary and secondary outcome including details of:,,,,,,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,outcome_definitions,Section 6: Analysis,Outcome definitions,26a,"specification of outcomes and timings. If applicable include the order of importance of primary or key secondary end points (eg, order in which they will be tested)",Errors in outcome definitions should be scored 1.,,3,3,3,,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,outcome_definitions,Section 6: Analysis,Outcome definitions,26b,"specific measurement and units (eg, glucose control, hbA1c [mmol/mol or %])",,,3,3,3,Have scored 3 as I don't want missing data and models haven't made it wrong,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,outcome_definitions,Section 6: Analysis,Outcome definitions,26c,"any calculation or transformation used to derive the outcome (eg, change from baseline, QoL score, time to event, logarithm, etc)",,,3,3,3,Have scored 3 as I don't want missing data and models haven't made it wrong,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,analysis_methods,Section 6: Analysis,Analysis methods,27*,"Primary analysis: Clear which analysis method applies to primary outcome, and which analysis population will be used",,,3,2,2,Marked down Gemini and Claude for making it seem like treatment effects for GHQ-30 at 12/26wks are also powered? OpenAI took a better approach and said the effect at 52 weeks will be the primary contrast,
1jgZjms5B4b7QCUaYyHquNQ9nLvkhSqRMKn4Z6GWg4_s,scoring validation_reach-asd,second score,analysis_methods,,,27*,Primary analysis: Correct model,Score 3 for correct model,,3,3,3,,
